timestamp,signal
326,NIL
327,NIL
328,ORBS
329,VAMPIRE_BLOOD
330,NIL
331,NIL
332,NIL
333,NIL
334,NIL
335,NIL
336,NIL
337,ORBS
338,VAMPIRE_BLOOD
339,ORBS
340,ELVEN_WINE
341,NIL
342,NIL
343,ORBS
344,PHOENIX_FEATHERS
345,NIL
346,NIL
347,NIL
348,NIL
349,ORBS
350,ELVEN_WINE
351,NIL
352,NIL
353,NIL
354,NIL
355,ORBS
356,VAMPIRE_BLOOD
357,ORBS
358,ELVEN_WINE
359,NIL
360,NIL
361,NIL
362,NIL
363,NIL
364,ORBS
365,ELVEN_WINE
366,ORBS
367,VAMPIRE_BLOOD
368,NIL
369,ORBS
370,ELVEN_WINE
371,NIL
372,NIL
373,NIL
374,NIL
375,NIL
376,NIL
377,NIL
378,NIL
379,NIL
380,NIL
381,NIL
382,NIL
383,ORBS
384,UNICORN_HORNS
385,ORBS
386,UNICORN_HORNS
387,ORBS
388,VAMPIRE_BLOOD
389,ORBS
390,ELVEN_WINE
391,NIL
392,NIL
393,NIL
394,NIL
395,NIL
396,ORBS
397,ELVEN_WINE
398,NIL
399,NIL
400,NIL
401,ORBS
402,ELVEN_WINE
403,ORBS
404,VAMPIRE_BLOOD
405,NIL
406,NIL
407,NIL
408,NIL
409,NIL
410,NIL
411,NIL
412,NIL
413,NIL
414,ORBS
415,ELVEN_WINE
416,NIL
417,NIL
418,NIL
419,NIL
420,NIL
421,NIL
422,ORBS
423,ELVEN_WINE
424,NIL
425,NIL
426,NIL
427,NIL
428,NIL
429,NIL
430,NIL
431,NIL
432,NIL
433,NIL
434,NIL
435,ORBS
436,ELVEN_WINE
437,NIL
438,NIL
439,NIL
440,NIL
441,NIL
442,NIL
443,ORBS
444,VAMPIRE_BLOOD
445,NIL
446,NIL
447,NIL
448,ORBS
449,PHOENIX_FEATHERS
450,NIL
451,NIL
452,NIL
453,ORBS
454,ELVEN_WINE
455,NIL
456,NIL
457,NIL
458,NIL
459,NIL
460,NIL
461,NIL
462,NIL
463,NIL
464,NIL
465,NIL
466,ORBS
467,VAMPIRE_BLOOD
468,NIL
469,NIL
470,ORBS
471,PHOENIX_FEATHERS
472,ORBS
473,ELVEN_WINE
474,NIL
475,NIL
476,NIL
477,NIL
478,NIL
479,NIL
480,NIL
481,NIL
482,NIL
483,NIL
484,NIL
485,NIL
486,NIL
487,NIL
488,NIL
489,NIL
490,NIL
491,NIL
492,NIL
493,NIL
494,NIL
495,NIL
496,NIL
497,ORBS
498,PHOENIX_FEATHERS
499,NIL
500,NIL
501,NIL
502,NIL
503,ORBS
504,PHOENIX_FEATHERS
505,ORBS
506,VAMPIRE_BLOOD
507,NIL
508,NIL
509,NIL
510,NIL
511,NIL
512,NIL
513,ORBS
514,ELVEN_WINE
515,NIL
516,NIL
517,ORBS
518,ELVEN_WINE
519,ORBS
520,UNICORN_HORNS
521,ORBS
522,PHOENIX_FEATHERS
523,NIL
524,ORBS
525,VAMPIRE_BLOOD
526,NIL
527,NIL
528,NIL
529,NIL
530,NIL
531,NIL
532,NIL
533,NIL
534,NIL
535,NIL
536,ORBS
537,ELVEN_WINE
538,NIL
539,ORBS
540,UNICORN_HORNS
541,NIL
542,ORBS
543,ELVEN_WINE
544,NIL
545,NIL
546,NIL
547,NIL
548,NIL
549,NIL
550,ORBS
551,PHOENIX_FEATHERS
552,NIL
553,NIL
554,ORBS
555,PHOENIX_FEATHERS
556,NIL
557,NIL
558,NIL
559,NIL
560,ORBS
561,ELVEN_WINE
562,NIL
563,ORBS
564,VAMPIRE_BLOOD
565,ORBS
566,UNICORN_HORNS
567,ORBS
568,UNICORN_HORNS
569,ORBS
570,UNICORN_HORNS
571,NIL
572,NIL
573,ORBS
574,ELVEN_WINE
575,NIL
576,NIL
577,NIL
578,NIL
579,NIL
580,NIL
581,NIL
582,ORBS
583,PHOENIX_FEATHERS
584,ORBS
585,VAMPIRE_BLOOD
586,NIL
587,NIL
588,NIL
589,NIL
590,NIL
591,NIL
592,ORBS
593,ELVEN_WINE
594,NIL
595,ORBS
596,PHOENIX_FEATHERS
597,ORBS
598,UNICORN_HORNS
599,NIL
600,ORBS
601,VAMPIRE_BLOOD
602,ORBS
603,PHOENIX_FEATHERS
604,NIL
605,NIL
606,NIL
607,NIL
608,NIL
609,NIL
610,NIL
611,NIL
612,NIL
613,NIL
614,NIL
615,NIL
616,NIL
617,NIL
618,NIL
619,NIL
620,NIL
621,NIL
622,NIL
623,NIL
624,NIL
625,NIL
626,ORBS
627,UNICORN_HORNS
628,ORBS
629,PHOENIX_FEATHERS
630,NIL
631,NIL
632,ORBS
633,VAMPIRE_BLOOD
634,ORBS
635,PHOENIX_FEATHERS
636,ORBS
637,ELVEN_WINE
638,NIL
639,NIL
640,NIL
641,NIL
642,NIL
643,NIL
644,NIL
645,NIL
646,NIL
647,NIL
648,NIL
649,NIL
650,NIL
651,NIL
652,NIL
653,ORBS
654,ELVEN_WINE
655,NIL
656,NIL
657,NIL
658,NIL
659,NIL
660,NIL
661,NIL
662,NIL
663,NIL
664,NIL
665,NIL
666,NIL
667,NIL
668,NIL
669,NIL
670,NIL
671,NIL
672,NIL
673,ORBS
674,PHOENIX_FEATHERS
675,NIL
676,NIL
677,NIL
678,NIL
679,NIL
680,NIL
681,NIL
682,NIL
683,NIL
684,NIL
685,NIL
686,ORBS
687,PHOENIX_FEATHERS
688,NIL
689,NIL
690,NIL
691,ORBS
692,UNICORN_HORNS
693,NIL
694,ORBS
695,PHOENIX_FEATHERS
696,NIL
697,NIL
698,NIL
699,NIL
700,NIL
701,NIL
702,NIL
703,NIL
704,NIL
705,NIL
706,NIL
707,NIL
708,NIL
709,NIL
710,NIL
711,ORBS
712,PHOENIX_FEATHERS
713,ORBS
714,PHOENIX_FEATHERS
715,ORBS
716,UNICORN_HORNS
717,NIL
718,ORBS
719,UNICORN_HORNS
720,ORBS
721,ELVEN_WINE
722,NIL
723,NIL
724,NIL
725,NIL
726,NIL
727,NIL
728,NIL
729,ORBS
730,PHOENIX_FEATHERS
731,ORBS
732,UNICORN_HORNS
733,NIL
734,ORBS
735,UNICORN_HORNS
736,NIL
737,NIL
738,NIL
739,NIL
740,NIL
741,ORBS
742,ELVEN_WINE
743,ORBS
744,VAMPIRE_BLOOD
745,NIL
746,NIL
747,NIL
748,NIL
749,NIL
750,NIL
751,NIL
752,NIL
753,ORBS
754,PHOENIX_FEATHERS
755,NIL
756,NIL
757,NIL
758,NIL
759,NIL
760,NIL
761,NIL
762,NIL
763,NIL
764,ORBS
765,ELVEN_WINE
766,NIL
767,ORBS
768,PHOENIX_FEATHERS
769,NIL
770,ORBS
771,ELVEN_WINE
772,NIL
773,NIL
774,NIL
775,NIL
776,NIL
777,NIL
778,NIL
779,NIL
780,ORBS
781,UNICORN_HORNS
782,ORBS
783,PHOENIX_FEATHERS
784,NIL
785,NIL
786,ORBS
787,VAMPIRE_BLOOD
788,ORBS
789,UNICORN_HORNS
790,ORBS
791,VAMPIRE_BLOOD
792,NIL
793,NIL
794,NIL
795,NIL
796,NIL
797,NIL
798,NIL
799,NIL
800,NIL
801,NIL
802,NIL
803,NIL
804,NIL
805,NIL
806,NIL
807,NIL
808,NIL
809,NIL
810,NIL
811,ORBS
812,PHOENIX_FEATHERS
813,NIL
814,NIL
815,NIL
816,NIL
817,NIL
818,NIL
819,NIL
820,NIL
821,NIL
822,ORBS
823,PHOENIX_FEATHERS
824,NIL
825,NIL
826,NIL
827,NIL
828,NIL
829,NIL
830,NIL
831,NIL
832,ORBS
833,ELVEN_WINE
834,NIL
835,NIL
836,NIL
837,NIL
838,NIL
839,NIL
840,NIL
841,NIL
842,ORBS
843,UNICORN_HORNS
844,ORBS
845,UNICORN_HORNS
846,ORBS
847,PHOENIX_FEATHERS
848,NIL
849,NIL
850,NIL
851,NIL
852,NIL
853,NIL
854,NIL
855,NIL
856,NIL
857,NIL
858,NIL
859,ORBS
860,ELVEN_WINE
861,NIL
862,NIL
863,NIL
864,NIL
865,NIL
866,NIL
867,ORBS
868,UNICORN_HORNS
869,NIL
870,NIL
871,NIL
872,NIL
873,NIL
874,ORBS
875,UNICORN_HORNS
876,NIL
877,ORBS
878,PHOENIX_FEATHERS
879,ORBS
880,UNICORN_HORNS
881,ORBS
882,UNICORN_HORNS
883,ORBS
884,UNICORN_HORNS
885,ORBS
886,ELVEN_WINE
887,NIL
888,NIL
889,ORBS
890,ELVEN_WINE
891,NIL
892,NIL
893,NIL
894,NIL
895,NIL
896,NIL
897,NIL
898,NIL
899,NIL
900,NIL
901,NIL
902,NIL
903,NIL
904,NIL
905,NIL
906,ORBS
907,UNICORN_HORNS
908,ORBS
909,VAMPIRE_BLOOD
910,NIL
911,ORBS
912,UNICORN_HORNS
913,ORBS
914,VAMPIRE_BLOOD
915,NIL
916,NIL
917,ORBS
918,ELVEN_WINE
919,ORBS
920,PHOENIX_FEATHERS
921,ORBS
922,VAMPIRE_BLOOD
923,ORBS
924,PHOENIX_FEATHERS
925,NIL
926,NIL
927,NIL
928,NIL
929,NIL
930,ORBS
931,PHOENIX_FEATHERS
932,NIL
933,NIL
934,NIL
935,NIL
936,NIL
937,NIL
938,NIL
939,NIL
940,ORBS
941,VAMPIRE_BLOOD
942,NIL
943,NIL
944,NIL
945,NIL
946,NIL
947,NIL
948,NIL
949,ORBS
950,PHOENIX_FEATHERS
951,NIL
952,NIL
953,NIL
954,NIL
955,ORBS
956,ELVEN_WINE
957,ORBS
958,PHOENIX_FEATHERS
959,NIL
960,NIL
961,ORBS
962,ELVEN_WINE
963,ORBS
964,ELVEN_WINE
965,NIL
966,NIL
967,NIL
968,NIL
969,NIL
970,NIL
971,NIL
972,NIL
973,NIL
974,NIL
975,NIL
976,NIL
977,NIL
978,NIL
979,NIL
980,NIL
981,NIL
982,NIL
983,NIL
984,NIL
985,NIL
986,NIL
987,NIL
988,NIL
989,NIL
990,NIL
991,NIL
992,NIL
993,ORBS
994,PHOENIX_FEATHERS
995,ORBS
996,ELVEN_WINE
997,ORBS
998,PHOENIX_FEATHERS
999,ORBS
1000,PHOENIX_FEATHERS
1001,NIL
1002,ORBS
1003,UNICORN_HORNS
1004,NIL
1005,NIL
1006,NIL
1007,NIL
1008,NIL
1009,NIL
1010,NIL
1011,ORBS
1012,ELVEN_WINE
1013,NIL
1014,NIL
1015,NIL
1016,ORBS
1017,VAMPIRE_BLOOD
1018,NIL
1019,NIL
1020,NIL
1021,NIL
1022,NIL
1023,NIL
1024,NIL
1025,NIL
1026,NIL
1027,ORBS
1028,UNICORN_HORNS
1029,ORBS
1030,PHOENIX_FEATHERS
1031,NIL
1032,NIL
1033,NIL
1034,NIL
1035,NIL
1036,NIL
1037,NIL
1038,NIL
1039,NIL
1040,NIL
1041,NIL
1042,NIL
1043,NIL
1044,NIL
1045,NIL
1046,NIL
1047,NIL
1048,NIL
1049,ORBS
1050,UNICORN_HORNS
1051,ORBS
1052,VAMPIRE_BLOOD
1053,ORBS
1054,VAMPIRE_BLOOD
1055,NIL
1056,ORBS
1057,VAMPIRE_BLOOD
1058,NIL
1059,ORBS
1060,PHOENIX_FEATHERS
1061,NIL
1062,NIL
1063,NIL
1064,NIL
1065,NIL
1066,NIL
1067,NIL
1068,NIL
1069,NIL
1070,NIL
1071,ORBS
1072,VAMPIRE_BLOOD
1073,ORBS
1074,PHOENIX_FEATHERS
1075,NIL
1076,NIL
1077,NIL
1078,NIL
1079,NIL
1080,NIL
1081,NIL
1082,NIL
1083,NIL
1084,NIL
1085,NIL
1086,NIL
1087,NIL
1088,NIL
1089,ORBS
1090,PHOENIX_FEATHERS
1091,ORBS
1092,PHOENIX_FEATHERS
1093,NIL
1094,NIL
1095,NIL
1096,NIL
1097,NIL
1098,NIL
1099,NIL
1100,ORBS
1101,ELVEN_WINE
1102,NIL
1103,NIL
1104,ORBS
1105,UNICORN_HORNS
1106,NIL
1107,ORBS
1108,UNICORN_HORNS
1109,NIL
1110,ORBS
1111,ELVEN_WINE
1112,NIL
1113,ORBS
1114,ELVEN_WINE
1115,NIL
1116,NIL
1117,NIL
1118,NIL
1119,NIL
1120,NIL
1121,NIL
1122,ORBS
1123,UNICORN_HORNS
1124,ORBS
1125,PHOENIX_FEATHERS
1126,NIL
1127,NIL
1128,NIL
1129,NIL
1130,NIL
1131,NIL
1132,NIL
1133,NIL
1134,ORBS
1135,UNICORN_HORNS
1136,ORBS
1137,UNICORN_HORNS
1138,NIL
1139,ORBS
1140,VAMPIRE_BLOOD
1141,NIL
1142,NIL
1143,NIL
1144,NIL
1145,NIL
1146,NIL
1147,NIL
1148,NIL
1149,NIL
1150,NIL
1151,NIL
1152,NIL
1153,ORBS
1154,UNICORN_HORNS
1155,NIL
1156,ORBS
1157,PHOENIX_FEATHERS
1158,NIL
1159,NIL
1160,NIL
1161,NIL
1162,ORBS
1163,PHOENIX_FEATHERS
1164,ORBS
1165,ELVEN_WINE
1166,NIL
1167,NIL
1168,NIL
1169,NIL
1170,NIL
1171,NIL
1172,ORBS
1173,VAMPIRE_BLOOD
1174,NIL
1175,NIL
1176,NIL
1177,NIL
1178,ORBS
1179,PHOENIX_FEATHERS
1180,ORBS
1181,ELVEN_WINE
1182,NIL
1183,NIL
1184,ORBS
1185,PHOENIX_FEATHERS
1186,NIL
1187,NIL
1188,NIL
1189,NIL
1190,ORBS
1191,UNICORN_HORNS
1192,ORBS
1193,ELVEN_WINE
1194,NIL
1195,ORBS
1196,VAMPIRE_BLOOD
1197,ORBS
1198,UNICORN_HORNS
1199,NIL
1200,NIL
1201,NIL
1202,ORBS
1203,PHOENIX_FEATHERS
1204,NIL
1205,NIL
1206,NIL
1207,NIL
1208,ORBS
1209,UNICORN_HORNS
1210,ORBS
1211,PHOENIX_FEATHERS
1212,NIL
1213,ORBS
1214,VAMPIRE_BLOOD
1215,NIL
1216,NIL
1217,NIL
1218,NIL
1219,NIL
1220,NIL
1221,NIL
1222,NIL
1223,ORBS
1224,ELVEN_WINE
1225,NIL
1226,NIL
1227,NIL
1228,NIL
1229,NIL
1230,NIL
1231,ORBS
1232,ELVEN_WINE
1233,NIL
1234,NIL
1235,NIL
1236,NIL
1237,NIL
1238,NIL
1239,NIL
1240,NIL
1241,NIL
1242,NIL
1243,NIL
1244,NIL
1245,NIL
1246,NIL
1247,NIL
1248,NIL
1249,NIL
1250,NIL
1251,NIL
1252,NIL
1253,NIL
1254,ORBS
1255,UNICORN_HORNS
1256,NIL
1257,NIL
1258,NIL
1259,NIL
1260,NIL
1261,ORBS
1262,ELVEN_WINE
1263,ORBS
1264,ELVEN_WINE
1265,NIL
1266,NIL
1267,NIL
1268,NIL
1269,ORBS
1270,PHOENIX_FEATHERS
1271,ORBS
1272,UNICORN_HORNS
1273,ORBS
1274,ELVEN_WINE
1275,NIL
1276,NIL
1277,NIL
1278,NIL
1279,ORBS
1280,VAMPIRE_BLOOD
1281,NIL
1282,NIL
1283,NIL
1284,NIL
1285,NIL
1286,NIL
1287,ORBS
1288,PHOENIX_FEATHERS
1289,ORBS
1290,UNICORN_HORNS
1291,NIL
1292,ORBS
1293,UNICORN_HORNS
1294,ORBS
1295,PHOENIX_FEATHERS
1296,ORBS
1297,UNICORN_HORNS
1298,NIL
1299,NIL
1300,ORBS
1301,UNICORN_HORNS
1302,NIL
1303,ORBS
1304,PHOENIX_FEATHERS
1305,NIL
1306,ORBS
1307,PHOENIX_FEATHERS
1308,ORBS
1309,PHOENIX_FEATHERS
1310,NIL
1311,NIL
1312,NIL
1313,NIL
1314,NIL
1315,ORBS
1316,UNICORN_HORNS
1317,NIL
1318,NIL
1319,NIL
1320,NIL
1321,NIL
1322,NIL
1323,NIL
1324,NIL
1325,ORBS
1326,VAMPIRE_BLOOD
1327,ORBS
1328,ELVEN_WINE
1329,NIL
1330,NIL
1331,NIL
1332,NIL
1333,NIL
1334,NIL
1335,NIL
1336,NIL
1337,ORBS
1338,PHOENIX_FEATHERS
1339,NIL
1340,NIL
1341,NIL
1342,ORBS
1343,PHOENIX_FEATHERS
1344,NIL
1345,ORBS
1346,VAMPIRE_BLOOD
1347,NIL
1348,ORBS
1349,PHOENIX_FEATHERS
1350,NIL
1351,NIL
1352,NIL
1353,NIL
1354,ORBS
1355,PHOENIX_FEATHERS
1356,NIL
1357,NIL
1358,NIL
1359,ORBS
1360,VAMPIRE_BLOOD
1361,ORBS
1362,PHOENIX_FEATHERS
1363,NIL
1364,ORBS
1365,ELVEN_WINE
1366,NIL
1367,NIL
1368,ORBS
1369,ELVEN_WINE
1370,ORBS
1371,UNICORN_HORNS
1372,ORBS
1373,ELVEN_WINE
1374,ORBS
1375,ELVEN_WINE
1376,NIL
1377,NIL
1378,NIL
1379,NIL
1380,NIL
1381,NIL
1382,NIL
1383,NIL
1384,NIL
1385,NIL
1386,ORBS
1387,VAMPIRE_BLOOD
1388,NIL
1389,NIL
1390,NIL
1391,ORBS
1392,ELVEN_WINE
1393,NIL
1394,NIL
1395,NIL
1396,NIL
1397,NIL
1398,NIL
1399,NIL
1400,NIL
1401,ORBS
1402,PHOENIX_FEATHERS
1403,NIL
1404,ORBS
1405,VAMPIRE_BLOOD
1406,NIL
1407,NIL
1408,NIL
1409,NIL
1410,NIL
1411,NIL
1412,NIL
1413,NIL
1414,NIL
1415,ORBS
1416,ELVEN_WINE
1417,ORBS
1418,UNICORN_HORNS
1419,NIL
1420,NIL
1421,ORBS
1422,PHOENIX_FEATHERS
1423,NIL
1424,NIL
1425,NIL
1426,NIL
1427,NIL
1428,NIL
1429,NIL
1430,NIL
1431,ORBS
1432,VAMPIRE_BLOOD
1433,NIL
1434,NIL
1435,NIL
1436,NIL
1437,NIL
1438,NIL
1439,ORBS
1440,UNICORN_HORNS
1441,ORBS
1442,PHOENIX_FEATHERS
1443,NIL
1444,NIL
1445,ORBS
1446,ELVEN_WINE
1447,ORBS
1448,PHOENIX_FEATHERS
1449,ORBS
1450,ELVEN_WINE
1451,NIL
1452,NIL
1453,NIL
1454,ORBS
1455,PHOENIX_FEATHERS
1456,NIL
1457,ORBS
1458,ELVEN_WINE
1459,NIL
1460,NIL
1461,NIL
1462,NIL
1463,NIL
1464,NIL
1465,NIL
1466,NIL
1467,NIL
1468,NIL
1469,NIL
1470,NIL
1471,NIL
1472,ORBS
1473,VAMPIRE_BLOOD
1474,NIL
1475,NIL
1476,NIL
1477,NIL
1478,NIL
1479,ORBS
1480,PHOENIX_FEATHERS
1481,NIL
1482,NIL
1483,NIL
1484,NIL
1485,ORBS
1486,ELVEN_WINE
1487,NIL
1488,NIL
1489,ORBS
1490,PHOENIX_FEATHERS
1491,ORBS
1492,ELVEN_WINE
1493,ORBS
1494,PHOENIX_FEATHERS
1495,NIL
1496,ORBS
1497,PHOENIX_FEATHERS
1498,NIL
1499,ORBS
1500,ELVEN_WINE
1501,NIL
1502,NIL
1503,NIL
1504,ORBS
1505,PHOENIX_FEATHERS
1506,NIL
1507,NIL
1508,ORBS
1509,UNICORN_HORNS
1510,NIL
1511,NIL
1512,ORBS
1513,PHOENIX_FEATHERS
1514,ORBS
1515,ELVEN_WINE
1516,NIL
1517,NIL
1518,ORBS
1519,ELVEN_WINE
1520,NIL
1521,ORBS
1522,UNICORN_HORNS
1523,NIL
1524,ORBS
1525,UNICORN_HORNS
1526,NIL
1527,ORBS
1528,PHOENIX_FEATHERS
1529,NIL
1530,NIL
1531,ORBS
1532,ELVEN_WINE
1533,NIL
1534,NIL
1535,NIL
1536,NIL
1537,NIL
1538,ORBS
1539,VAMPIRE_BLOOD
1540,NIL
1541,NIL
1542,NIL
1543,NIL
1544,ORBS
1545,VAMPIRE_BLOOD
1546,NIL
1547,NIL
1548,ORBS
1549,PHOENIX_FEATHERS
1550,ORBS
1551,UNICORN_HORNS
1552,NIL
1553,NIL
1554,ORBS
1555,PHOENIX_FEATHERS
1556,NIL
1557,NIL
1558,ORBS
1559,ELVEN_WINE
1560,ORBS
1561,ELVEN_WINE
1562,NIL
1563,ORBS
1564,VAMPIRE_BLOOD
1565,NIL
1566,NIL
1567,NIL
1568,NIL
1569,NIL
1570,NIL
1571,NIL
1572,NIL
1573,NIL
1574,NIL
1575,NIL
1576,NIL
1577,NIL
1578,NIL
1579,NIL
1580,NIL
1581,NIL
1582,NIL
1583,NIL
1584,NIL
1585,NIL
1586,NIL
1587,NIL
1588,NIL
1589,NIL
1590,NIL
1591,NIL
1592,NIL
1593,NIL
1594,NIL
1595,NIL
1596,NIL
1597,NIL
1598,ORBS
1599,UNICORN_HORNS
1600,ORBS
1601,ELVEN_WINE
1602,NIL
1603,NIL
1604,NIL
1605,NIL
1606,NIL
1607,NIL
1608,NIL
1609,ORBS
1610,VAMPIRE_BLOOD
1611,ORBS
1612,UNICORN_HORNS
1613,ORBS
1614,PHOENIX_FEATHERS
1615,NIL
1616,NIL
1617,NIL
1618,NIL
1619,NIL
1620,NIL
1621,NIL
1622,NIL
1623,NIL
1624,ORBS
1625,VAMPIRE_BLOOD
1626,NIL
1627,NIL
1628,NIL
1629,NIL
1630,NIL
1631,ORBS
1632,UNICORN_HORNS
1633,NIL
1634,ORBS
1635,VAMPIRE_BLOOD
1636,NIL
1637,NIL
1638,NIL
1639,NIL
1640,NIL
1641,NIL
1642,NIL
1643,NIL
1644,NIL
1645,ORBS
1646,UNICORN_HORNS
1647,ORBS
1648,PHOENIX_FEATHERS
1649,NIL
1650,NIL
1651,NIL
1652,NIL
1653,NIL
1654,ORBS
1655,ELVEN_WINE
1656,NIL
1657,NIL
1658,NIL
1659,NIL
1660,NIL
1661,NIL
1662,NIL
1663,NIL
1664,NIL
1665,NIL
1666,NIL
1667,NIL
1668,NIL
1669,NIL
1670,NIL
1671,NIL
1672,NIL
1673,NIL
1674,NIL
1675,NIL
1676,NIL
1677,NIL
1678,NIL
1679,NIL
1680,NIL
1681,NIL
1682,NIL
1683,NIL
1684,NIL
1685,ORBS
1686,PHOENIX_FEATHERS
1687,NIL
1688,NIL
1689,ORBS
1690,PHOENIX_FEATHERS
1691,NIL
1692,ORBS
1693,VAMPIRE_BLOOD
1694,NIL
1695,NIL
1696,NIL
1697,NIL
1698,ORBS
1699,ELVEN_WINE
1700,NIL
1701,NIL
1702,NIL
1703,NIL
1704,NIL
1705,NIL
1706,NIL
1707,NIL
1708,NIL
1709,NIL
1710,NIL
1711,NIL
1712,NIL
1713,NIL
1714,NIL
1715,ORBS
1716,VAMPIRE_BLOOD
1717,NIL
1718,NIL
1719,NIL
1720,NIL
1721,NIL
1722,NIL
1723,NIL
1724,ORBS
1725,UNICORN_HORNS
1726,NIL
1727,NIL
1728,NIL
1729,ORBS
1730,PHOENIX_FEATHERS
1731,NIL
1732,ORBS
1733,PHOENIX_FEATHERS
1734,NIL
1735,ORBS
1736,ELVEN_WINE
1737,NIL
1738,ORBS
1739,ELVEN_WINE
1740,NIL
1741,NIL
1742,NIL
1743,NIL
1744,ORBS
1745,UNICORN_HORNS
1746,ORBS
1747,ELVEN_WINE
1748,NIL
1749,NIL
1750,NIL
1751,NIL
1752,NIL
1753,NIL
1754,NIL
1755,NIL
