timestamp,OPEN_UNICORN_HORNS,HIGH_UNICORN_HORNS,LOW_UNICORN_HORNS,CLOSE_UNICORN_HORNS,VOLUME_UNICORN_HORNS,,OPEN_ELVEN_WINE,HIGH_ELVEN_WINE,LOW_ELVEN_WINE,CLOSE_ELVEN_WINE,VOLUME_ELVEN_WINE,,OPEN_VAMPIRE_BLOOD,HIGH_VAMPIRE_BLOOD,LOW_VAMPIRE_BLOOD,CLOSE_VAMPIRE_BLOOD,VOL_VAMPIRE_BLOOD,,OPEN_PHOENIX_FEATHERS,HIGH_PHOENIX_FEATHERS,LOW_PHOENIX_FEATHERS,CLOSE_PHOENIX_FEATHERS,VOL_PHOENIX_FEATHERS,,AJOY,ARAVIND,KEVIN,LAKSHMAN,SASTIKAA,SHASHWAT
30,5009.86289,5011.993619,4990.806121,4991.760459,8339,,100.2347983,100.3513183,98.11969787,98.26608002,1080.364194,,345.4682477,345.4682477,345.3542256,345.3542256,225,,232.8634827,232.8794365,232.5293872,232.7114858,312,,0,0,0,0,0,0
31,4991.760459,4994.026038,4982.221976,4983.1399,16960,,98.26608002,98.27979154,97.73966471,97.86162066,1002.382171,,345.3542256,345.3542256,344.6419724,344.6419724,507,,232.9623205,234.7643948,232.8393117,234.391031,195,,0,0,1,0,0,0
32,4983.1399,4995.766537,4982.406896,4994.467175,5632,,97.86162066,98.02665098,97.34667577,97.43183608,823.8673817,,344.6419724,344.6419724,343.6182982,343.6182982,671,,233.863418,233.9968847,232.5786426,232.6543757,337,,0,0,0,1,0,0
33,4994.467175,4996.87175,4992.344343,4994.565246,5534,,97.43183608,97.55723337,97.42884455,97.49800882,906.3017875,,343.6182982,350.0774489,343.6182982,350.0774489,849,,232.6644918,232.6977882,230.3410405,230.772432,196,,0,0,0,0,0,0
34,4994.565246,5006.926789,4994.481243,5005.370761,5470,,97.49800882,97.8109098,97.45959203,97.66295265,1006.432624,,350.0774489,350.4772859,350.0774489,350.4772859,321,,230.719807,231.6007536,230.554391,231.5970715,169,,0,0,0,0,0,0
35,5005.370761,5005.806283,4983.759845,4984.262621,15837,,97.66295265,97.95786478,97.65450387,97.95440005,992.9077224,,350.4772859,350.4772859,350.197014,350.197014,462,,231.4142732,231.4161049,230.0740517,230.6610115,147,,0,0,0,0,0,0
36,4984.262621,5007.608006,4984.065876,5005.411655,5511,,97.95440005,98.48675029,97.76394324,98.44085471,1038.599084,,350.197014,350.197014,350.1408716,350.1408716,670,,230.7790473,230.7961089,229.9456827,230.1496131,611,,1,1,0,0,-1,1
37,5005.411655,5006.617098,4999.27622,5001.23752,1337,,98.44085471,99.10217082,98.2832391,98.91052692,1069.564992,,350.1408716,351.075501,350.1408716,351.075501,480,,231.6130975,231.8579729,228.55289,229.0424476,742,,0,0,0,0,0,0
38,5001.23752,5004.580976,4998.784789,5003.872021,3972,,98.91052692,98.98078606,98.5184338,98.53855036,992.4371786,,351.075501,352.0600033,351.075501,352.0600033,330,,229.4344526,230.3979144,228.9576964,230.3577617,705,,0,0,0,0,0,0
39,5003.872021,5005.08675,4989.376706,4991.078447,9021,,98.53855036,98.63705444,98.22099232,98.35957806,840.7602775,,352.0600033,352.8647401,352.0600033,352.8647401,283,,229.7089735,229.8952884,229.5094878,229.6657396,953,,0,0,0,0,0,1
40,4991.078447,4995.32274,4989.968214,4995.266338,4833,,98.35957806,98.9623655,98.34901731,98.81807722,1068.996287,,352.8647401,353.2002417,352.8647401,353.2002417,269,,228.9170178,229.3663792,228.4917812,229.0441918,333,,0,1,0,0,0,0
41,4995.266338,5007.700436,4994.2189,5007.264398,7364,,98.81807722,98.96940416,98.29151964,98.34914185,917.7748734,,353.2002417,353.2002417,352.9810851,352.9810851,382,,229.6729783,229.9304299,229.5155916,229.6488867,936,,0,0,0,0,0,0
42,5007.264398,5007.854244,4997.518308,4999.112598,987,,98.34914185,98.37836747,98.12279476,98.1374011,1016.367528,,352.9810851,353.3125872,352.9810851,353.3125872,640,,229.6586442,230.8257991,229.6304593,230.7268585,358,,0,0,0,0,1,0
43,4999.112598,5000.469054,4996.421288,4997.792831,2307,,98.1374011,98.24738319,98.03652423,98.07817217,1147.488634,,353.3125872,354.158906,353.3125872,354.158906,864,,230.8315756,231.5799707,230.7590589,231.5706978,757,,0,0,0,0,0,0
44,4997.792831,5009.173154,4997.404543,5008.698755,8798,,98.07817217,98.28239198,98.00773107,98.22376061,1166.353263,,354.158906,354.4496737,354.158906,354.4496737,539,,230.6053829,231.8924178,230.3760133,231.7959456,478,,0,0,0,0,0,0
45,5008.698755,5010.61863,5002.612671,5002.62101,2721,,98.22376061,98.40623894,97.85283468,97.95986075,1065.946418,,354.4496737,354.4496737,353.6296408,353.6296408,526,,231.7893594,232.3729199,231.7323504,232.1928502,819,,0,0,0,-1,0,0
46,5002.62101,5004.224741,4990.596715,4991.952143,8147,,97.95986075,98.44834305,97.81220223,98.28136097,934.4831878,,353.6296408,353.7379481,353.6296408,353.7379481,507,,231.4909801,231.5837114,230.8498458,231.0711107,647,,0,0,-1,0,0,0
47,4991.952143,5002.158424,4991.416254,5000.849602,949,,98.28136097,98.52432435,98.09250916,98.33139933,1134.79279,,353.7379481,353.7379481,345.3071403,345.3071403,235,,230.8991764,230.9962013,229.7944344,229.8422393,750,,0,0,0,0,0,0
48,5000.849602,5002.754474,4994.305109,4996.546941,3553,,98.33139933,98.81991389,98.31463923,98.79070638,904.5678954,,345.3071403,345.6580892,345.3071403,345.6580892,585,,230.1118887,230.8645246,229.8475516,230.6487415,760,,0,0,0,-1,0,-1
49,4996.546941,5001.614741,4995.996489,4999.294078,805,,98.79070638,98.89910897,98.34362112,98.42069434,827.1635522,,345.6580892,345.6580892,345.483941,345.483941,603,,230.657464,230.6750892,229.2872266,229.5165702,890,,0,0,-1,0,0,1
50,4999.294078,5003.82829,4997.195716,5003.763233,3863,,98.42069434,98.44270379,98.29544747,98.39539966,931.3306657,,345.483941,345.483941,337.5551346,337.5551346,612,,229.120115,230.4140065,229.1071757,229.8885951,555,,0,0,0,0,0,0
51,5003.763233,5005.906082,4999.526869,5000.78843,888,,98.39539966,98.43456445,98.07259929,98.1492573,975.6054428,,337.5551346,337.5551346,337.5457515,337.5457515,195,,230.3306675,230.7421533,229.9816983,230.5736731,583,,0,0,0,0,0,0
52,5000.78843,5001.995539,4988.104514,4989.837637,10262,,98.1492573,98.3490803,98.04730938,98.16776669,992.0260203,,337.5457515,337.5457515,337.1654201,337.1654201,997,,230.8831897,231.6829728,230.4886951,230.5927168,119,,0,0,0,0,0,0
53,4989.837637,5002.424431,4988.896254,5000.601754,701,,98.16776669,98.31593272,97.88051988,97.98975425,1004.841648,,337.1654201,337.1654201,336.9631739,336.9631739,916,,230.1089735,231.1617159,229.8696752,231.0354232,770,,0,0,0,0,0,0
54,5000.601754,5004.218021,5000.178813,5002.256507,2356,,97.98975425,98.00260045,97.9202382,97.94040137,5660.370989,,336.9631739,336.9631739,336.910316,336.910316,814,,231.0766449,231.2809459,229.7551047,229.8483618,244,,0,0,0,0,0,0
55,5002.256507,5004.74499,4983.551114,4984.165642,15934,,97.94040137,98.02258891,96.09635713,96.18987547,1002.682039,,336.910316,336.910316,336.1996398,336.1996398,231,,230.017732,230.3693236,228.8983555,229.5071336,429,,0,0,0,0,0,0
56,4984.165642,4998.042528,4981.725786,4996.124517,3975,,96.18987547,96.29381259,96.05147889,96.05155713,11136.43396,,336.1996398,336.3719487,336.1996398,336.3719487,247,,229.3721247,230.3807762,228.7885975,229.831212,483,,0,0,0,0,0,0
57,4996.124517,5005.283705,4994.928035,5003.574566,3674,,96.05155713,96.09947696,94.62259841,94.63378807,1113.275374,,336.3719487,336.3719487,335.6322013,335.6322013,209,,229.6922532,230.5752475,229.6693595,230.5427987,556,,0,0,0,0,0,0
58,5003.574566,5005.279804,5001.576728,5003.296815,3396,,94.63378807,94.72132813,94.26799192,94.40535557,959.6588793,,335.6322013,335.6322013,334.7397136,334.7397136,535,,231.3482351,231.6421745,228.8996115,229.2026955,692,,0,0,0,0,0,0
59,5003.296815,5010.913491,5002.767776,5010.44462,10544,,94.40535557,94.58137875,94.27903081,94.38801472,978.5107196,,334.7397136,334.8802669,334.7397136,334.8802669,907,,229.3590368,229.8660101,228.415196,228.7343182,587,,0,0,0,0,0,0
60,5010.44462,5011.232062,5005.924806,5007.635242,7735,,94.38801472,94.56118429,94.31390996,94.33488119,848.3868767,,334.8802669,335.5335292,334.8802669,335.5335292,354,,229.6689578,229.815332,228.2742745,228.3584811,719,,0,0,0,0,0,0
61,5007.635242,5008.644671,4980.663476,4982.466712,17633,,94.33488119,94.58265433,94.32083621,94.4240035,1048.37116,,335.5335292,335.5523932,335.5335292,335.5523932,413,,228.505634,228.7411348,227.716181,228.3189153,379,,0,0,0,0,0,0
62,4982.466712,4992.8424,4980.939625,4992.247948,7852,,94.4240035,94.53917626,94.37818577,94.44934413,6973.318384,,335.5523932,335.5523932,335.2027862,335.2027862,495,,228.4234534,228.4803916,227.2264861,227.3244742,201,,0,0,0,0,0,0
63,4992.247948,5005.027739,4991.692083,5003.785678,3885,,94.44934413,96.41656908,94.37519747,96.2938347,1027.316952,,335.2027862,335.2027862,334.5846493,334.5846493,360,,228.1262986,228.2062047,226.4170584,226.8948165,126,,0,0,0,0,0,-1
64,5003.785678,5004.437176,4986.994415,4988.033142,12066,,96.2938347,96.45686031,95.92729026,96.03169712,7374.878671,,334.5846493,334.5846493,333.5997953,333.5997953,898,,226.2329975,226.6746579,226.134056,226.6515623,779,,0,0,0,-1,0,0
65,4988.033142,4998.816351,4988.015179,4997.21307,2886,,96.03169712,96.14598652,94.57743093,94.61073336,1017.061052,,333.5997953,333.5997953,332.9762429,332.9762429,954,,226.5519371,226.5625854,225.8178083,226.3133868,913,,0,0,-1,0,0,0
66,4997.21307,5004.538945,4995.856201,5003.525435,3625,,94.61073336,94.7214577,94.42911159,94.59648648,1000.838138,,332.9762429,332.9762429,325.5921811,325.5921811,385,,226.998399,227.5680199,225.9197737,226.0368602,785,,0,0,0,0,1,0
67,5003.525435,5004.211201,4992.507879,4994.716041,5383,,94.59648648,94.7655886,94.0601141,94.19427068,915.3238022,,325.5921811,326.4740801,325.5921811,326.4740801,378,,226.4431496,226.8784929,225.0710428,225.2717335,992,,0,0,0,0,0,0
68,4994.716041,5003.981589,4993.960979,5003.195861,3295,,94.19427068,94.53684857,94.05020376,94.41897431,1176.3419,,326.4740801,326.4740801,326.3690719,326.3690719,818,,225.0006193,226.0822906,224.8835855,226.0053505,749,,0,0,0,0,0,0
69,5003.195861,5004.634509,5002.040903,5003.118927,3218,,94.41897431,95.03959527,94.36230618,94.87806418,1123.252266,,326.3690719,326.3690719,325.7679977,325.7679977,426,,227.3316865,227.3564712,224.4162952,224.5100251,235,,0,0,0,0,0,0
70,5003.118927,5005.423717,5000.10695,5001.859551,1959,,94.87806418,95.03846013,94.77702873,94.7963417,981.3910059,,325.7679977,325.916182,325.7679977,325.916182,837,,224.7338774,224.836849,223.3334152,223.636863,272,,1,0,0,-1,0,0
71,5001.859551,5003.657588,4983.415776,4984.492937,15607,,94.7963417,95.19794519,94.75936696,95.19299803,985.1064243,,325.916182,326.070956,325.916182,326.070956,355,,224.4963854,224.7998545,222.185372,222.4409644,811,,0,0,-1,0,0,0
72,4984.492937,5010.254112,4984.125324,5009.821119,9921,,95.19299803,95.49455299,95.00447255,95.4313742,8818.882659,,326.070956,326.070956,318.4484489,318.4484489,242,,222.1654282,223.076712,222.0850494,222.9419792,402,,0,0,0,0,0,0
73,5009.821119,5011.31692,4997.364297,4999.473875,626,,95.4313742,97.42635161,95.29073104,97.29991959,1116.681692,,318.4484489,318.5222236,318.4484489,318.5222236,692,,222.8108082,223.0673696,221.7264534,222.0532594,426,,0,0,0,0,0,0
74,4999.473875,5009.922298,4996.977272,5008.033225,8133,,97.29991959,97.74780604,97.2492768,97.5771045,877.29566,,318.5222236,319.3747921,318.5222236,319.3747921,738,,223.2000109,223.3479188,221.4258965,221.7458777,747,,0,0,0,0,0,0
75,5008.033225,5009.966952,4991.835805,4992.888811,7211,,97.5771045,98.02393772,97.50186148,97.92802793,1134.142288,,319.3747921,320.0478251,319.3747921,320.0478251,511,,221.3656563,223.1025842,221.3434882,223.0058194,912,,0,0,0,0,0,0
76,4992.888811,5007.683288,4992.015888,5005.313734,5413,,97.92802793,98.46330528,97.75964097,98.27096443,9021.352823,,320.0478251,320.0478251,319.3682485,319.3682485,777,,222.6386587,224.4712927,222.1982069,223.7186192,456,,0,0,0,0,0,-1
77,5005.313734,5005.729958,4996.489738,4997.470698,2629,,98.27096443,99.68878533,98.08595576,99.68141171,1044.822626,,319.3682485,319.4434281,319.3682485,319.4434281,870,,223.0405105,223.8240856,223.0111263,223.6363467,139,,0,0,0,0,0,0
78,4997.470698,5002.786858,4996.95883,5000.388158,488,,99.68141171,99.7953258,99.44067483,99.46565353,966.0545089,,319.4434281,320.3398521,319.4434281,320.3398521,895,,224.5753357,224.5906818,222.8548539,222.9018244,597,,0,0,0,0,0,0
79,5000.388158,5006.149843,5000.07471,5004.483296,4583,,99.46565353,100.0305664,99.45117181,99.85519767,1123.317574,,320.3398521,320.3398521,320.0965563,320.0965563,854,,222.8677447,223.1072275,222.7067756,223.0598718,756,,0,0,0,0,0,0
80,5004.483296,5005.056301,5002.553337,5003.642415,3742,,99.85519767,100.4828698,99.6702701,100.3440127,6161.310737,,320.0965563,320.0965563,319.7043069,319.7043069,314,,221.8498607,223.2549501,221.3799767,222.9572473,468,,0,0,0,0,0,1
81,5003.642415,5006.087872,5002.981931,5005.337948,5437,,100.3440127,101.7493387,100.335282,101.5929451,938.5813069,,319.7043069,319.7043069,319.1936434,319.1936434,216,,223.7848339,224.1929843,223.1978275,223.3155329,850,,0,0,0,0,0,0
82,5005.337948,5005.346901,4991.443751,4993.606639,6493,,101.5929451,101.7517606,101.0310651,101.1240415,1090.276658,,319.1936434,320.1361275,319.1936434,320.1361275,472,,222.8322424,224.7619025,222.7176337,224.4434809,220,,0,0,0,0,0,0
83,4993.606639,4997.817424,4992.719994,4997.612906,2487,,101.1240415,101.3715608,101.0246681,101.2755953,7211.324755,,320.1361275,320.1361275,320.0907704,320.0907704,599,,225.1116842,225.6089484,224.9509678,225.2812003,352,,0,0,0,0,0,0
84,4997.612906,4998.708111,4984.615693,4985.59291,14507,,101.2755953,101.4452695,101.1032586,101.386594,8108.317354,,320.0907704,320.1968792,320.0907704,320.1968792,679,,224.912188,225.894332,224.6950354,225.3772734,830,,0,0,0,0,0,0
85,4985.59291,5019.12327,4985.079517,5017.265245,17365,,101.386594,102.522323,101.2072588,102.4416823,922.6046547,,320.1968792,320.1968792,319.4152538,319.4152538,342,,225.225691,225.3641598,223.1651865,223.297334,694,,0,0,0,0,0,0
86,5017.265245,5017.791815,4992.973112,4993.567139,6532,,102.4416823,103.0922651,102.3334303,102.9302925,6554.682174,,319.4152538,319.4152538,319.3153004,319.3153004,925,,222.9816829,224.9569375,222.9517688,224.7602941,946,,0,0,0,0,0,0
87,4993.567139,4999.867005,4991.109763,4998.37456,1725,,102.9302925,105.0282827,102.8976803,104.9770947,864.0997027,,319.3153004,319.9557439,319.3153004,319.9557439,725,,224.3600758,224.374196,222.8883491,222.9450726,822,,0,0,0,0,0,0
88,4998.37456,5005.691676,4996.813881,5004.302328,4402,,104.9770947,105.0443835,104.7847139,104.9663618,1017.851831,,319.9557439,319.9557439,319.3060166,319.3060166,358,,223.2425421,223.3641663,221.7468333,222.4338743,940,,0,0,0,0,0,0
89,5004.302328,5004.568041,4992.900026,4995.235223,4864,,104.9663618,105.1253405,104.5540773,104.6989741,9571.880803,,319.3060166,319.3060166,318.906171,318.906171,641,,223.098737,224.351231,222.8792981,223.5747357,174,,0,0,0,1,0,0
90,4995.235223,4998.286604,4993.360643,4995.817607,4282,,104.6989741,104.7985863,102.9854918,103.0353895,1129.965875,,318.906171,319.6035811,318.906171,319.6035811,239,,223.9851911,224.8910231,223.6438497,224.2775751,249,,0,0,0,0,0,0
91,4995.817607,4996.81545,4995.328091,4996.02,4080,,103.0353895,103.1237319,102.6985783,102.7599655,4593.715025,,319.6035811,319.6035811,319.5267344,319.5267344,900,,224.0087558,224.1086011,223.5730371,223.7465452,683,,0,0,0,0,0,0
92,4996.02,5011.958617,4994.633818,5011.809578,11909,,102.7599655,102.7836754,100.7760124,100.9555412,1001.20138,,319.5267344,319.5267344,318.9478437,318.9478437,891,,224.3748643,224.8834339,224.2310163,224.6697483,756,,0,0,0,0,0,0
93,5011.809578,5012.428049,4993.843152,4995.186187,4913,,100.9555412,101.0360702,100.3271029,100.4591862,914.6526829,,318.9478437,318.9478437,318.5740193,318.5740193,913,,224.0733861,224.3857602,223.1668323,223.4475346,828,,0,0,0,0,0,0
94,4995.186187,4997.165565,4989.37684,4990.335461,9764,,100.4591862,100.5822579,100.065397,100.2599549,1050.722794,,318.5740193,318.8297838,318.5740193,318.8297838,959,,222.906602,223.3426415,221.8775724,222.2028014,775,,0,0,0,0,0,0
95,4990.335461,5010.47621,4990.181385,5009.587127,9687,,100.2599549,100.2954747,99.69690833,99.83112974,1041.546392,,318.8297838,318.8297838,318.4147217,318.4147217,937,,222.6278333,222.8795967,221.1686433,221.1944317,463,,0,0,0,0,0,0
96,5009.587127,5010.649235,5005.906883,5006.505377,6605,,99.83112974,100.1819049,99.74464114,99.98584645,930.4951955,,318.4147217,318.4147217,317.6461286,317.6461286,140,,220.6922605,222.353785,220.5826817,222.2670819,859,,0,0,0,0,0,0
97,5006.505377,5007.194969,4998.45695,4998.498652,1601,,99.98584645,100.1913616,99.86110038,100.0264798,852.4372933,,317.6461286,317.8615782,317.6461286,317.8615782,258,,221.7295699,222.7747072,221.7188555,222.2887756,856,,0,0,1,0,0,0
98,4998.498652,5011.644421,4997.086189,5009.729474,9829,,100.0264798,100.2245647,99.81227192,99.86620843,1098.062063,,317.8615782,318.6679052,317.8615782,318.6679052,755,,222.9138805,223.1604023,222.3631542,222.8093388,321,,0,0,0,1,0,0
99,5009.729474,5010.362904,5000.537942,5002.849803,2949,,99.86620843,100.0233967,99.69449915,99.70601171,1060.725877,,318.6679052,323.9791677,318.6679052,323.9791677,880,,222.4652693,223.4386291,222.1742,223.073853,771,,0,0,0,0,-1,0
100,5002.849803,5003.070597,5000.079862,5001.019413,1119,,99.70601171,100.1113353,99.64373486,99.98047061,949.0134754,,323.9791677,323.9791677,323.9291881,323.9291881,523,,223.7120372,224.0346777,221.599696,221.8921862,508,,0,0,0,0,0,0
101,5001.019413,5002.509139,4989.381698,4989.945625,10154,,99.98047061,100.0832028,99.82195476,99.89693254,1013.049324,,323.9291881,324.4779208,323.9291881,324.4779208,269,,221.727048,223.2478726,221.6897382,223.157886,472,,0,0,0,0,1,0
102,4989.945625,5002.869711,4987.585526,5002.144316,2244,,99.89693254,99.98272707,99.32775375,99.4753856,1214.861929,,324.4779208,324.4779208,323.7907282,323.7907282,690,,223.3048474,223.4812042,222.1014579,222.3217209,617,,0,0,0,0,0,0
103,5002.144316,5004.175382,4994.529402,4995.543509,4556,,99.4753856,99.98321632,99.29515596,99.8941071,1099.299908,,323.7907282,323.7907282,323.7866598,323.7866598,440,,222.134894,222.2322055,221.1773116,221.2327377,925,,1,1,0,0,0,0
104,4995.543509,4999.910451,4993.153241,4998.746048,1353,,99.8941071,99.94679347,99.64959225,99.82549234,7585.653197,,323.7866598,330.4469036,323.7866598,330.4469036,668,,221.7181372,222.5779801,221.7174269,222.4941582,655,,0,0,0,0,0,0
105,4998.746048,5007.025155,4997.029117,5005.615241,5715,,99.82549234,99.84586566,99.43329607,99.57409425,9564.779225,,330.4469036,331.0985899,330.4469036,331.0985899,871,,222.7672195,223.3458347,222.3570732,223.1948552,957,,0,0,0,0,0,0
